Region;Schadstoff;Einheit;NFR_Code;Trendbericht_Sektor;Quelle;Datenstand;Jahr; Werte 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;1993; 38,48 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;1994; 41,74 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;1995; 43,07 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;1996; 43,36 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;1997; 43,51 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;1998; 49,48 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;1999; 50,49 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2000; 50,36 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2001; 48,92 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2002; 47,80 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2003; 46,34 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2004; 44,17 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2005; 68,36 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2006; 72,85 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2007; 74,97 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2008; 76,45 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2009; 75,79 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2010; 85,85 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2011; 81,48 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2012; 81,92 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2013; 83,04 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2014; 87,94 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2015; 91,33 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2016; 92,82 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2017; 90,83 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2018; 93,87 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2019; 93,05 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2020; 98,22 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2021; 98,91 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2022; 95,65 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2023; NA 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2024; NA 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2025; NA 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2026; NA 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2027; NA 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2028; NA 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2029; NA 
Burgenland;NH3;t;5, 2D, 2G, 6;Sonstige;BLI 2023 (1990-2022);45596;2030; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1990; 1.199,72 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1991; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1992; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1993; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1994; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1995; 1.169,34 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1996; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1997; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1998; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;1999; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2000; 1.020,75 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2001; 1.026,88 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2002; 984,41 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2003; 950,38 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2004; 935,30 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2005; 933,48 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2006; 973,25 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2007; 940,88 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2008; 889,98 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2009; 851,53 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2010; 865,50 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2011; 858,72 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2012; 821,82 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2013; 775,22 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2014; 702,75 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2015; 746,27 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2016; 729,93 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2017; 705,20 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2018; 661,54 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2019; 628,76 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2020; 615,89 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2021; 627,94 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2022; 565,34 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2023; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2024; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2025; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2026; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2027; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2028; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2029; NA 
Burgenland;PM2.5;t;0;Gesamt;BLI 2023 (1990-2022);45596;2030; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1990; 0,60 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1991; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1992; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1993; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1994; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1995; 2,02 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1996; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1997; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1998; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;1999; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2000; 2,18 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2001; 4,92 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2002; 5,39 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2003; 3,76 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2004; 8,79 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2005; 10,13 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2006; 19,63 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2007; 30,42 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2008; 38,45 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2009; 54,27 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2010; 52,08 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2011; 52,33 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2012; 49,52 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2013; 48,12 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2014; 49,00 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2015; 51,36 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2016; 46,07 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2017; 44,85 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2018; 43,62 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2019; 31,89 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2020; 32,72 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2021; 27,25 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2022; 37,43 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2023; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2024; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2025; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2026; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2027; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2028; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2029; NA 
Burgenland;PM2.5;t;1A1, 1A3e1, 1B;Energieversorgung;BLI 2023 (1990-2022);45596;2030; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1990; 51,00 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1991; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1992; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1993; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1994; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1995; 59,51 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1996; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1997; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1998; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;1999; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2000; 65,32 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2001; 62,62 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2002; 67,24 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2003; 66,30 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2004; 65,92 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2005; 86,28 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2006; 103,79 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2007; 101,20 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2008; 98,59 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2009; 92,28 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2010; 79,59 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2011; 83,49 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2012; 83,38 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2013; 64,24 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2014; 58,15 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2015; 57,79 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2016; 52,47 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2017; 50,46 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2018; 43,68 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2019; 42,24 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2020; 41,62 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2021; 49,40 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2022; 47,78 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2023; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2024; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2025; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2026; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2027; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2028; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2029; NA 
Burgenland;PM2.5;t;1A2, 2A, 2B, 2C, 2H, 2I;Industrieproduktion;BLI 2023 (1990-2022);45596;2030; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1990; 232,30 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1991; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1992; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1993; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1994; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1995; 269,61 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1996; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1997; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1998; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;1999; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2000; 277,28 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2001; 285,44 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2002; 304,21 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2003; 318,42 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2004; 315,46 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2005; 312,26 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2006; 300,46 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2007; 287,71 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2008; 250,66 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2009; 230,50 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2010; 222,06 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2011; 200,75 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2012; 184,18 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2013; 172,82 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2014; 160,20 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2015; 154,61 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2016; 148,69 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2017; 141,08 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2018; 131,68 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2019; 122,08 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2020; 90,87 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2021; 93,51 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2022; 90,31 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2023; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2024; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2025; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2026; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2027; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2028; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2029; NA 
Burgenland;PM2.5;t;1A3 ohne 1A3e1, 1A5;Verkehr;BLI 2023 (1990-2022);45596;2030; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1990; 686,86 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1991; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1992; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1993; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1994; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1995; 624,72 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1996; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1997; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1998; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;1999; NA 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2000; 477,39 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2001; 475,51 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2002; 418,12 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2003; 386,72 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2004; 367,57 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2005; 353,20 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2006; 383,86 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2007; 361,91 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2008; 343,19 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2009; 330,18 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2010; 370,29 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2011; 385,72 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2012; 379,71 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2013; 374,50 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2014; 322,32 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2015; 374,16 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2016; 375,97 
Burgenland;PM2.5;t;1A4a, 1A4b;Kleinverbrauch;BLI 2023 (1990-2022);45596;2017; 369,19 
